id,cinsiyyət,Yaşlı təbəqə,tərəfdaş,asılı olanlar,müddəti,Telefon Xidməti,Birdən çox xətt,İnternet servisi,onlayn təhlükəsizlik,onlayn yedəkləmə,Cihazın Mühafizəsi,texniki dəstək,canli tv,filmlər,müqavilə,Kağızsız Hesablaşma,ödəniş metodu,Aylıq Ödənişlər,Ümumi ödənişlər,Churn,"TelefonXidməti,KağızsızHesablaşma"
0369-ZGOVK,Qadın,0,Hə,Hə,28,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,illik,Hə,bank transfer,70.4,1992.2,Yox,Hə Hə
4510-HIMLV,Kişi,0,Yox,Yox,1,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,69.8,69.8,Hə,Hə Hə
9919-KNPOO,Qadın,0,Hə,Yox,21,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Hə,Hə,ayliq,Hə,elektronik cek,94.3,1948.35,Yox,Hə Hə
8749-JMNKX,Kişi,1,Hə,Yox,51,Hə,Hə,Fiber optic,Hə,Yox,Hə,Yox,Hə,Yox,ayliq,Hə,bank transfer,93.8,4750.95,Hə,Hə Hə
7872-BAAZR,Qadın,0,Hə,Hə,53,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,bank transfer,19.55,1007.9,Yox,Hə Yox
9391-LMANN,Kişi,0,Yox,Hə,53,Hə,Yox,Fiber optic,Hə,Hə,Hə,Yox,Yox,Hə,illik,Yox,elektronik cek,95.95,5036.9,Yox,Hə Yox
2430-USGXP,Kişi,0,Hə,Yox,24,Hə,Hə,Fiber optic,Yox,Yox,Hə,Yox,Hə,Hə,ayliq,Hə,elektronik cek,101.05,2391.8,Hə,Hə Hə
8174-TBVCF,Qadın,0,Hə,Yox,70,Hə,Hə,DSL,Hə,Hə,Hə,Hə,Hə,Hə,2illik,Hə,kredit karti,94.8,6859.05,Yox,Hə Hə
1698-XFZCI,Kişi,0,Yox,Yox,61,Hə,Hə,Fiber optic,Hə,Hə,Hə,Yox,Hə,Hə,illik,Hə,elektronik cek,107.75,6521.9,Yox,Hə Hə
1877-HKBQX,Qadın,0,Yox,Yox,11,Hə,Yox,DSL,Hə,Yox,Yox,Hə,Yox,Yox,illik,Hə,mail cek,54.6,617.85,Yox,Hə Hə
4450-DLLMH,Kişi,0,Yox,Yox,2,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,kredit karti,71.3,157.75,Yox,Hə Hə
0428-AXXLJ,Kişi,0,Yox,Yox,25,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Hə,bank transfer,19.5,516.3,Yox,Hə Hə
2746-DIJLO,Qadın,0,Yox,Yox,41,Hə,Hə,DSL,Yox,Hə,Yox,Yox,Yox,Yox,illik,Hə,kredit karti,56.3,2364,Yox,Hə Hə
5955-ERIHD,Kişi,0,Hə,Yox,18,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Hə,Hə,ayliq,Hə,elektronik cek,94.7,1687.95,Hə,Hə Hə
0917-EZOLA,Kişi,1,Hə,Yox,72,Hə,Hə,Fiber optic,Yox,Hə,Hə,Yox,Hə,Hə,2illik,Hə,bank transfer,104.15,7689.95,Hə,Hə Hə
3508-VLHCZ,Qadın,0,Hə,Hə,71,Hə,Hə,DSL,Hə,Hə,Hə,Hə,Hə,Hə,2illik,Hə,kredit karti,90.55,6239.05,Yox,Hə Hə
4086-ATNFV,Qadın,0,Hə,Hə,34,Hə,Yox,DSL,Hə,Hə,Hə,Yox,Yox,Yox,illik,Hə,mail cek,60.8,2042.05,Yox,Hə Hə
0468-YRPXN,Kişi,0,Yox,Yox,29,Hə,Yox,Fiber optic,Yox,Yox,Hə,Hə,Hə,Hə,ayliq,Hə,kredit karti,98.8,2807.1,Yox,Hə Hə
5996-NRVXR,Kişi,1,Hə,Yox,40,Hə,Yox,Fiber optic,Hə,Hə,Hə,Hə,Hə,Yox,illik,Hə,kredit karti,98.15,4116.8,Yox,Hə Hə
3739-YBWAB,,0,,Yox,36,Yox,Teleon xidmeti yoxdur,DSL,Hə,Yox,Hə,Yox,Yox,Yox,illik,Yox,mail cek,35.35,1317.95,Yox,Yox Yox
7047-FWEYA,Qadın,0,Hə,Yox,46,Hə,Hə,Fiber optic,Yox,Hə,Yox,Hə,Hə,Hə,illik,Hə,elektronik cek,103.15,4594.65,Yox,Hə Hə
2000-MPKCA,Qadın,0,Yox,Yox,58,Hə,Hə,Fiber optic,Hə,Hə,Hə,Yox,Hə,Hə,illik,Hə,elektronik cek,107.75,6332.75,Yox,Hə Hə
9762-YAQAA,Kişi,0,Yox,Yox,39,Hə,Hə,Fiber optic,Yox,Hə,Yox,Yox,Yox,Yox,illik,Yox,kredit karti,81.4,3213.75,Yox,Hə Yox
5949-EBSQK,Kişi,0,Hə,Hə,4,Hə,Yox,DSL,Yox,Yox,Yox,Hə,Yox,Hə,ayliq,Yox,kredit karti,61.45,229.55,Hə,Hə Yox
5473-KHBPS,Qadın,0,Hə,Hə,52,Hə,Hə,Fiber optic,Yox,Hə,Hə,Yox,Hə,Yox,illik,Hə,kredit karti,95.7,4976.15,Yox,Hə Hə
0100-DUVFC,Kişi,1,Hə,Yox,70,Hə,Hə,Fiber optic,Yox,Hə,Hə,Yox,Hə,Hə,illik,Hə,elektronik cek,104.8,7308.95,Yox,Hə Hə
5397-TUPSH,Kişi,1,Hə,Yox,65,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,illik,Hə,bank transfer,70.95,4555.2,Yox,Hə Hə
8950-MTZNV,Kişi,0,Yox,Yox,1,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,mail cek,44.95,44.95,Yox,Hə Hə
0326-VDYXE,Qadın,0,Hə,Yox,70,Hə,Hə,Fiber optic,Yox,Yox,Hə,Yox,Hə,Hə,illik,Hə,elektronik cek,97.65,6982.5,Yox,Hə Hə
6773-LQTVT,Qadın,1,Hə,Hə,29,Yox,Teleon xidmeti yoxdur,DSL,Yox,Hə,Hə,Yox,Yox,Yox,ayliq,Hə,mail cek,35.65,1025.15,Yox,Yox Hə
7274-RTAPZ,Kişi,0,Yox,Yox,1,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Hə,Hə,ayliq,Hə,elektronik cek,90.55,90.55,Hə,Hə Hə
0436-TWFFZ,Qadın,0,Yox,Yox,67,Hə,Hə,DSL,Hə,Yox,Hə,Hə,Hə,Hə,2illik,Hə,mail cek,85.25,5714.2,Yox,Hə Hə
8566-YPRGL,Qadın,0,Yox,Yox,1,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Hə,mail cek,19.5,19.5,Yox,Hə Hə
0311-UNPFF,Qadın,0,Yox,Yox,26,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Hə,Hə,ayliq,Hə,bank transfer,88.8,2274.35,Hə,Hə Hə
6609-MXJHJ,Qadın,0,Hə,Hə,30,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Hə,mail cek,25.1,789.55,Yox,Hə Hə
2669-OIDSD,Qadın,0,Hə,Yox,48,Hə,Yox,Fiber optic,Yox,Yox,Hə,Hə,Hə,Hə,ayliq,Hə,kredit karti,100.05,4834,Yox,Hə Hə
8400-WZICQ,Qadın,0,Hə,Hə,55,Hə,Yox,DSL,Hə,Hə,Yox,Yox,Yox,Yox,ayliq,Yox,elektronik cek,55.7,3131.8,Yox,Hə Yox
3834-XUIFC,Kişi,0,Yox,Yox,7,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Hə,ayliq,Hə,mail cek,85.2,602.55,Hə,Hə Hə
9576-SYUHJ,Kişi,0,Yox,Yox,37,Hə,Hə,Fiber optic,Hə,Yox,Yox,Yox,Hə,Yox,ayliq,Hə,elektronik cek,91.15,3369.25,Yox,Hə Hə
0410-IPFTY,Qadın,0,Hə,Yox,31,Hə,Yox,Fiber optic,Yox,Hə,Yox,Yox,Yox,Hə,ayliq,Hə,bank transfer,83.85,2674.15,Yox,Hə Hə
2831-EBWRN,Kişi,0,Yox,Yox,4,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,45.9,199.75,Yox,Hə Hə
9430-NKQLY,Kişi,0,Hə,Hə,72,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Hə,kredit karti,25.1,1790.8,Yox,Hə Hə
8414-MYSHR,Kişi,1,Yox,Yox,5,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Hə,Hə,ayliq,Hə,elektronik cek,91.4,449.75,Hə,Hə Hə
0247-SLUJI,Kişi,0,Hə,Hə,1,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,mail cek,19.7,19.7,Yox,Hə Yox
9402-ORRAH,Qadın,1,Yox,Yox,15,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Hə,Hə,ayliq,Hə,elektronik cek,91.5,1400.3,Yox,Hə Hə
6483-OATDN,Kişi,0,Hə,Hə,8,Hə,Yox,DSL,Hə,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,kredit karti,51.3,411.6,Yox,Hə Hə
1293-HHSHJ,Qadın,0,Yox,Yox,35,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,mail cek,21.1,741,Yox,Hə Yox
4840-ORQXB,Qadın,1,Yox,Yox,56,Hə,Hə,Fiber optic,Yox,Hə,Hə,Yox,Hə,Hə,ayliq,Yox,elektronik cek,104.75,5841.35,Yox,Hə Yox
7599-FKVXZ,Kişi,0,Hə,Yox,42,Hə,Hə,Fiber optic,Yox,Yox,Hə,Hə,Hə,Hə,ayliq,Hə,bank transfer,106.15,4512.7,Hə,Hə Hə
3982-DQLUS,Kişi,1,Hə,Hə,65,Hə,Hə,Fiber optic,Hə,Hə,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,85.75,5688.45,Yox,Hə Hə
8610-ZIKJJ,Qadın,0,Hə,Hə,2,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,mail cek,20.3,31.9,Yox,Hə Yox
3756-VNWDH,Kişi,1,Hə,Yox,65,Hə,Hə,Fiber optic,Hə,Yox,Yox,Yox,Hə,Hə,illik,Hə,elektronik cek,100.75,6674.65,Yox,Hə Hə
7801-KICAO,Qadın,0,Yox,Yox,18,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,74.15,1345.75,Yox,Hə Hə
7673-LPRNY,Qadın,0,Yox,Yox,23,Hə,Hə,DSL,Hə,Yox,Hə,Yox,Hə,Hə,illik,Hə,elektronik cek,78.55,1843.05,Yox,Hə Hə
8229-TNIQA,Qadın,0,Yox,Yox,4,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,mail cek,45.3,196.95,Hə,Hə Hə
6060-QBMGV,Kişi,0,Hə,Yox,70,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,kredit karti,19.85,1433.8,Yox,Hə Yox
7339-POGZN,Qadın,0,Yox,Yox,4,Hə,Hə,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,elektronik cek,50.7,214.55,Yox,Hə Yox
2828-SLQPF,Kişi,0,Yox,Yox,19,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,bank transfer,45.0,865.85,Yox,Hə Hə
4465-VDKIQ,Qadın,0,Yox,Yox,18,Hə,Yox,Fiber optic,Yox,Hə,Hə,Yox,Yox,Yox,ayliq,Yox,elektronik cek,77.8,1358.6,Yox,Hə Yox
2921-XWDJH,Qadın,1,Hə,Yox,38,Hə,Yox,Fiber optic,Hə,Yox,Yox,Yox,Yox,Hə,ayliq,Hə,elektronik cek,83.45,3147.15,Yox,Hə Hə
6221-AVQYL,Kişi,0,Yox,Yox,2,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,kredit karti,73.25,131.05,Hə,Hə Hə
2558-BUOZZ,Kişi,0,Yox,Yox,47,Hə,Hə,Fiber optic,Hə,Hə,Yox,Yox,Hə,Yox,illik,Yox,bank transfer,94.8,4535.85,Yox,Hə Yox
9257-AZMTZ,Qadın,0,Hə,Hə,52,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,bank transfer,20.1,1078.75,Yox,Hə Yox
0003-MKNFE,Kişi,0,Yox,Yox,9,Hə,Hə,DSL,Yox,Yox,Yox,Yox,Yox,Hə,ayliq,Yox,mail cek,59.9,542.4,Yox,Hə Yox
0975-UYDTX,Qadın,0,Hə,Yox,26,Hə,Hə,DSL,Hə,Hə,Hə,Hə,Hə,Hə,illik,Hə,kredit karti,90.1,2312.55,Yox,Hə Hə
7743-EXURX,Kişi,0,Hə,Hə,8,Hə,Yox,DSL,Yox,Yox,Hə,Yox,Yox,Yox,ayliq,Hə,elektronik cek,51.05,415.05,Hə,Hə Hə
4682-BLBUC,,0,Hə,Yox,44,Hə,Yox,DSL,Yox,Hə,Hə,Hə,Hə,Yox,illik,Hə,elektronik cek,70.95,3250.45,Yox,Hə Hə
0975-VOOVL,Qadın,0,Yox,Yox,3,Yox,Teleon xidmeti yoxdur,DSL,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Yox,mail cek,29.2,98.5,Yox,Yox Yox
5968-VXZLG,Kişi,0,Yox,Yox,2,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,bank transfer,46.6,87.9,Yox,Hə Hə
5569-KGJHX,Qadın,0,Hə,Hə,9,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Hə,Yox,ayliq,Hə,bank transfer,85.35,754.65,Hə,Hə Hə
4988-IQIGL,Kişi,1,Yox,Yox,1,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,75.35,75.35,Hə,Hə Hə
5201-FRKKS,Kişi,0,Yox,Yox,25,Hə,Yox,Fiber optic,Hə,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,bank transfer,74.3,1952.25,Yox,Hə Yox
9799-CAYJJ,,1,Hə,Yox,2,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,69.3,153.8,Yox,Hə Hə
7730-IUTDZ,Kişi,0,Yox,Yox,43,Hə,Yox,Fiber optic,Hə,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,75.2,3198.6,Hə,Hə Hə
0426-TIRNE,Qadın,0,Yox,Yox,1,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,mail cek,20.9,20.9,Hə,Hə Yox
5443-SCMKX,Qadın,0,Hə,Yox,58,Hə,Hə,Fiber optic,Yox,Hə,Hə,Yox,Yox,Hə,illik,Hə,elektronik cek,94.3,5610.15,Yox,Hə Hə
8295-KMENE,Qadın,0,Hə,Hə,59,Hə,Hə,DSL,Hə,Yox,Hə,Hə,Hə,Yox,2illik,Hə,mail cek,76.45,4519.5,Yox,Hə Hə
6738-ISCBM,Kişi,0,Yox,Yox,44,Yox,Teleon xidmeti yoxdur,DSL,Hə,Yox,Hə,Yox,Hə,Hə,illik,Hə,elektronik cek,54.0,2440.25,Yox,Yox Hə
9821-BESNZ,Kişi,0,Yox,Yox,66,Hə,Hə,Fiber optic,Yox,Hə,Yox,Hə,Hə,Hə,illik,Hə,elektronik cek,104.25,6860.6,Yox,Hə Hə
3678-MNGZX,Kişi,0,Hə,Hə,68,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,bank transfer,19.95,1377.7,Yox,Hə Yox
1335-NTIUC,Kişi,0,Yox,Yox,9,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,24.95,190.25,Yox,Yox Hə
2916-BQZLN,Kişi,0,Yox,Yox,19,Hə,Hə,Fiber optic,Hə,Yox,Hə,Yox,Yox,Yox,ayliq,Hə,elektronik cek,84.75,1651.95,Yox,Hə Hə
4558-CGYCZ,Kişi,0,Yox,Yox,4,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,mail cek,19.75,78.3,Yox,Hə Yox
2368-GAKKQ,Qadın,0,Yox,Yox,70,Hə,Hə,Fiber optic,Hə,Hə,Hə,Hə,Hə,Hə,2illik,Hə,bank transfer,113.65,7939.25,Yox,Hə Hə
8710-YGLWG,Kişi,0,Yox,Yox,1,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,mail cek,44.9,44.9,Yox,Hə Hə
3199-XGZCY,Qadın,0,Yox,Yox,8,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,75.25,576.7,Yox,Hə Hə
3785-KTYSH,Kişi,0,Yox,Yox,53,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,mail cek,24.6,1279,Yox,Hə Yox
6814-ZPWFQ,Kişi,1,Yox,Yox,51,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,bank transfer,25.0,1260.7,Yox,Hə Yox
4063-EIKNQ,Kişi,0,Hə,Hə,11,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,bank transfer,20.95,267.35,Yox,Hə Yox
6993-YCOBK,Kişi,0,Hə,Hə,60,Hə,Hə,Fiber optic,Hə,Yox,Hə,Hə,Hə,Hə,2illik,Hə,elektronik cek,110.6,6586.85,Yox,Hə Hə
5206-HPJKM,Kişi,0,Yox,Yox,17,Hə,Yox,DSL,Hə,Hə,Yox,Yox,Yox,Yox,ayliq,Hə,kredit karti,55.5,934.15,Yox,Hə Hə
7587-RZNME,Kişi,0,Yox,Yox,3,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,43.3,123.65,Hə,Hə Hə
0748-RDGGM,Kişi,0,Hə,Yox,70,Hə,Yox,Fiber optic,Hə,Hə,Hə,Hə,Hə,Hə,illik,Hə,bank transfer,109.5,7534.65,Hə,Hə Hə
8393-JMVMB,Kişi,0,Yox,Yox,1,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,mail cek,19.45,19.45,Yox,Hə Yox
5019-GQVCR,Kişi,1,Yox,Yox,43,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Hə,Yox,ayliq,Hə,elektronik cek,84.85,3645.6,Yox,Hə Hə
6036-TTFYU,Qadın,0,Hə,Yox,16,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,mail cek,19.6,314.45,Yox,Hə Yox
2550-AEVRU,Qadın,0,,Hə,57,Hə,Yox,DSL,Hə,Hə,Yox,Yox,Yox,Yox,illik,Yox,elektronik cek,53.45,3053,Yox,Hə Yox
0969-RGKCU,Kişi,0,Hə,Hə,37,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,kredit karti,19.8,677.05,Yox,Hə Yox
0378-CJKPV,Qadın,0,Hə,Yox,72,Hə,Hə,Fiber optic,Hə,Hə,Hə,Hə,Hə,Hə,2illik,Yox,kredit karti,112.1,7965.95,Yox,Hə Yox
4706-AXVKM,Qadın,1,Yox,Yox,11,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Hə,ayliq,Hə,kredit karti,84.8,906.85,Hə,Hə Hə
5889-JTMUL,Qadın,1,Hə,Yox,50,Hə,Hə,Fiber optic,Yox,Hə,Hə,Yox,Hə,Yox,ayliq,Hə,elektronik cek,95.05,4888.7,Hə,Hə Hə
9026-RNUJS,Kişi,1,Yox,Yox,5,Hə,Yox,DSL,Yox,Yox,Hə,Yox,Yox,Yox,ayliq,Yox,elektronik cek,50.35,237.25,Hə,Hə Yox
3746-EUBYR,Kişi,0,Hə,Yox,1,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,bank transfer,74.6,74.6,Hə,Hə Hə
2332-EFBJY,Kişi,0,Yox,Yox,16,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Hə,mail cek,19.7,342.4,Hə,Hə Hə
2880-FPNAE,Kişi,1,Hə,Yox,2,Hə,Yox,Fiber optic,Yox,Yox,Hə,Yox,Yox,Yox,ayliq,Hə,elektronik cek,74.2,140.1,Yox,Hə Hə
1703-MGIAB,Qadın,0,Yox,Yox,17,Hə,Hə,DSL,Yox,Yox,Hə,Hə,Hə,Yox,ayliq,Hə,mail cek,69.0,1108,Yox,Hə Hə
4311-QTTAI,Qadın,0,Yox,Yox,16,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,kredit karti,19.35,295.55,Yox,Hə Yox
9474-PHLYD,Qadın,0,Yox,Yox,15,Hə,Yox,DSL,Yox,Yox,Hə,Yox,Yox,Hə,ayliq,Hə,elektronik cek,59.45,892.65,Hə,Hə Hə
4318-RAJVY,Qadın,0,Yox,Yox,10,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Hə,mail cek,19.8,198.25,Yox,Hə Hə
2165-VOEGB,Qadın,0,Yox,Hə,46,Hə,Yox,Fiber optic,Hə,Hə,Yox,Hə,Hə,Hə,illik,Hə,bank transfer,105.2,4822.85,Hə,Hə Hə
3612-YUNGG,Kişi,0,Hə,Hə,64,Hə,Hə,Fiber optic,Yox,Hə,Hə,Hə,Hə,Hə,2illik,Hə,kredit karti,109.2,6741.15,Yox,Hə Hə
2254-DLXRI,Qadın,0,Yox,Yox,1,Hə,Hə,Fiber optic,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Hə,mail cek,79.15,79.15,Yox,Hə Hə
5062-CJJKH,Kişi,0,Hə,Hə,25,Hə,Yox,DSL,Yox,Hə,Hə,Yox,Yox,Yox,illik,Yox,mail cek,53.65,1355.45,Yox,Hə Yox
9028-LIHRP,Kişi,0,Hə,Hə,71,Hə,Yox,Fiber optic,Hə,Hə,Hə,Hə,Hə,Yox,2illik,Yox,kredit karti,100.2,7209,Yox,Hə Yox
2219-MVUSO,Kişi,0,Yox,Yox,8,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,mail cek,45.15,438.4,Hə,Hə Hə
1053-MXTTK,Qadın,0,Hə,Hə,72,Hə,Yox,Fiber optic,Hə,Hə,Hə,Hə,Hə,Hə,2illik,Hə,bank transfer,108.65,7726.35,Yox,Hə Hə
1530-ZTDOZ,Qadın,0,Hə,Yox,49,Yox,Teleon xidmeti yoxdur,DSL,Hə,Yox,Yox,Yox,Hə,Yox,ayliq,Yox,bank transfer,40.65,2070.75,Yox,Yox Yox
1301-LOPVR,Kişi,0,Hə,Hə,29,Yox,Teleon xidmeti yoxdur,DSL,Hə,Hə,Hə,Hə,Yox,Hə,illik,Hə,kredit karti,55.35,1636.95,Yox,Yox Hə
0853-TWRVK,Kişi,0,Hə,Yox,72,Hə,Hə,Fiber optic,Hə,Hə,Hə,Hə,Yox,Hə,2illik,Yox,bank transfer,105.6,7581.5,Yox,Hə Yox
8914-RBTSB,Kişi,0,Hə,Yox,31,Hə,Hə,Fiber optic,Yox,Hə,Hə,Yox,Hə,Yox,ayliq,Yox,elektronik cek,93.8,3019.5,Hə,Hə Yox
6212-ATMLK,Qadın,0,Yox,Yox,50,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Hə,Hə,ayliq,Hə,elektronik cek,95.7,4729.75,Yox,Hə Hə
8200-LGKSR,Kişi,0,Hə,Yox,71,Hə,Hə,DSL,Hə,Yox,Hə,Hə,Hə,Hə,2illik,Yox,elektronik cek,83.2,6126.1,Yox,Hə Yox
1568-BEKZM,Kişi,1,Hə,Yox,70,Hə,Hə,DSL,Hə,Hə,Hə,Hə,Hə,Hə,2illik,Yox,kredit karti,90.05,6333.4,Yox,Hə Yox
0670-ANMUU,Kişi,0,Yox,Yox,71,Hə,Hə,Fiber optic,Hə,Yox,Yox,Hə,Yox,Hə,illik,Yox,kredit karti,97.65,6687.85,Yox,Hə Yox
6897-RWMUB,Kişi,0,Hə,Hə,61,Hə,Yox,DSL,Hə,Hə,Hə,Hə,Yox,Yox,2illik,Hə,bank transfer,68.05,4158.25,Yox,Hə Hə
0963-ZBDRN,Kişi,0,Yox,Yox,32,Hə,Yox,Fiber optic,Yox,Yox,Yox,Hə,Hə,Hə,ayliq,Hə,elektronik cek,96.2,3183.4,Hə,Hə Hə
7594-RQHXR,Qadın,0,Yox,Hə,1,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Hə,ayliq,Hə,elektronik cek,79.6,79.6,Hə,Hə Hə
6999-CHVCF,Kişi,0,Yox,Yox,68,Hə,Hə,Fiber optic,Hə,Hə,Hə,Yox,Yox,Hə,2illik,Hə,bank transfer,102.1,7149.35,Yox,Hə Hə
6134-KWTBV,Kişi,0,Yox,Yox,62,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,bank transfer,23.4,1429.65,Yox,Hə Yox
1077-HUUJM,Qadın,0,Yox,Hə,7,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,71.05,472.65,Yox,Hə Hə
6331-EWIEB,Kişi,0,Yox,Yox,20,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Hə,Yox,ayliq,Hə,elektronik cek,85.25,1734.5,Hə,Hə Hə
0895-LNKRC,Kişi,0,Hə,Hə,6,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,mail cek,19.45,113.5,Yox,Hə Yox
2045-BMBTJ,Qadın,1,Yox,Yox,33,Yox,Teleon xidmeti yoxdur,DSL,Hə,Hə,Hə,Yox,Hə,Hə,ayliq,Hə,bank transfer,59.45,1884.65,Yox,Yox Hə
8417-GSODA,Kişi,0,Hə,Hə,28,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Hə,Hə,illik,Yox,bank transfer,92.2,2568.15,Yox,Hə Yox
5171-EPLKN,Kişi,0,Yox,Yox,27,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,kredit karti,19.85,470,Yox,Hə Yox
4452-QIIEB,Kişi,0,Yox,Yox,7,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,mail cek,43.9,278.4,Yox,Hə Yox
5998-VVEJY,Kişi,0,Yox,Yox,26,Hə,Hə,Fiber optic,Yox,Yox,Yox,Hə,Yox,Yox,ayliq,Hə,elektronik cek,80.5,2088.8,Hə,Hə Hə
1624-NALOJ,Kişi,1,Yox,Yox,5,Hə,Hə,Fiber optic,Yox,Hə,Yox,Yox,Yox,Hə,ayliq,Hə,elektronik cek,89.8,502.6,Hə,Hə Hə
6741-EGCBI,Kişi,1,Yox,Yox,30,Hə,Hə,Fiber optic,Hə,Yox,Yox,Yox,Yox,Hə,ayliq,Hə,kredit karti,90.5,2595.85,Yox,Hə Hə
